City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,wau,7.7029,27.9953,79.39,62,55,2.24,SS,1699831925
367,taourirt,34.4073,-2.8973,64.69,43,62,0.74,MA,1699831925
368,den burg,53.0542,4.7972,43.97,100,100,8.05,NL,1699831925
369,nelson bay,-32.7167,152.15,72.09,72,94,5.01,AU,1699831901
370,opuwo,-18.0607,13.84,74.95,38,82,4.21,NA,1699831926
371,ca mau,9.1769,105.15,78.87,92,93,8.59,VN,1699831926
372,remire-montjoly,4.9167,-52.2667,80.91,85,78,12.03,GF,1699831906
373,zhumysker,49.3333,49.4,46.33,59,100,17.25,KZ,1699831379
374,ulladulla,-35.35,150.4667,67.77,56,100,6.33,AU,1699831927
375,villanueva de cordoba,38.3228,-4.6287,53.28,93,10,3.02,ES,1699831927
376,bergama,39.1207,27.1805,59.9,90,32,3.13,TR,1699831927
377,tabou,4.423,-7.3528,78.93,88,6,8.68,CI,1699831350
378,orkney,-26.9802,26.6727,69.62,23,0,2.28,ZA,1699831928
379,riberalta,-10.9833,-66.1,78.57,80,90,4.03,BO,1699831928
380,hovd,48.0056,91.6419,21.9,93,98,1.14,MN,1699831928
381,bardai,11.65,7.2333,73.11,25,2,6.76,NG,1699831336
382,forster,-32.1667,152.5167,71.38,70,97,11.59,AU,1699831888
383,itambe,-15.245,-40.6244,71.44,64,17,2.13,BR,1699831929
384,san andres,12.5847,-81.7006,84.22,84,40,9.22,CO,1699831929
385,balakhta,55.38,91.6,23.04,91,100,1.66,RU,1699831929
386,shingu,33.7333,135.9833,49.3,75,69,13.15,JP,1699831344
387,fukuecho,32.6881,128.8419,50.36,57,75,16.11,JP,1699831930
388,valparaiso,-33.0393,-71.6273,56.84,76,40,13.8,CL,1699831847
389,ushtobe,45.2514,77.9838,39.11,86,100,7.74,KZ,1699831930
390,princeton,25.5384,-80.4089,80.6,82,0,8.05,US,1699831893
391,xilin hot,43.9667,116.0333,10.42,83,4,7.63,CN,1699831931
392,pacific grove,36.6177,-121.9166,67.01,80,0,11.5,US,1699831931
393,kudahuvadhoo,2.6708,72.8944,82.04,71,76,1.74,MV,1699831931
394,santa cruz,-17.8,-63.1667,93.25,43,36,16.11,BO,1699831884
395,lagunas,-5.2269,-75.6753,82.09,69,71,3.27,PE,1699831932
396,sagara,34.6833,138.2,53.19,71,75,3.44,JP,1699831932
397,selkirk,50.1436,-96.8845,40.17,77,67,8.99,CA,1699831914
398,labytnangi,66.6572,66.4183,9.66,89,9,8.43,RU,1699831932
399,bom jesus da lapa,-13.255,-43.4181,84.13,27,0,1.66,BR,1699831932
400,sur,22.5667,59.5289,77.29,57,100,3.11,OM,1699831379
401,linton,39.0348,-87.1658,53.28,47,3,5.01,US,1699831933
402,port shepstone,-30.7414,30.455,65.25,71,100,10.18,ZA,1699831933
403,flin flon,54.7682,-101.865,33.64,93,100,6.91,CA,1699831933
404,amga,60.8953,131.9608,5.04,93,100,7.2,RU,1699831934
405,yung shue wan,22.2333,114.1167,69.62,74,95,1.99,HK,1699831934
406,wickenburg,33.9686,-112.7296,77.2,18,0,8.34,US,1699831934
407,jumla,29.2747,82.1838,42.62,56,0,4.45,NP,1699831344
408,dawei,14.0833,98.2,76.77,89,100,4.85,MM,1699831934
409,carutapera,-1.195,-46.02,79.61,76,16,10.09,BR,1699831935
410,kavaratti,10.5669,72.642,82.0,75,85,4.76,IN,1699831935
411,brooks,50.5834,-111.8851,44.58,34,39,4.61,CA,1699831935
412,ternate,0.8,127.4,82.62,75,74,1.7,ID,1699831935
413,taro,-8.3862,115.28,71.6,90,20,1.39,ID,1699831380
414,taoudenni,22.6783,-3.9836,80.85,16,0,13.91,ML,1699831358
415,saldanha,-33.0117,17.9442,57.25,86,0,18.21,ZA,1699831937
416,kimbe,-5.5502,150.1429,84.78,58,92,3.2,PG,1699831362
417,arar,30.9753,41.0381,66.22,26,0,3.44,SA,1699831937
418,kuressaare,58.2481,22.5039,41.02,99,100,5.75,EE,1699831937
419,san jose de feliciano,-30.3845,-58.7517,68.7,94,100,14.76,AR,1699831938
420,nogliki,51.8333,143.1667,17.35,61,67,15.99,RU,1699831800
421,ulaangom,49.9811,92.0667,15.66,94,100,2.44,MN,1699831939
422,aras-asan,8.8908,126.3033,82.85,75,26,4.41,PH,1699831939
423,isangel,-19.55,169.2667,80.71,65,75,10.36,VU,1699831939
424,pelabuhanratu,-6.9875,106.5514,79.88,83,79,2.62,ID,1699831939
425,fuling,29.7022,107.3919,50.74,79,100,3.02,CN,1699831910
426,ancud,-41.8697,-73.8203,45.84,71,30,8.16,CL,1699831940
427,enriquillo,17.9,-71.2333,82.08,88,9,14.12,DO,1699831940
428,kasempa,-13.4584,25.8338,62.11,88,83,4.16,ZM,1699831940
429,yeppoon,-23.1333,150.7333,78.58,49,3,8.72,AU,1699831941
430,tromso,69.6496,18.957,26.62,63,0,6.91,NO,1699831941
431,murmashi,68.8154,32.8115,-7.19,84,0,4.47,RU,1699831941
432,san luis de la loma,17.2706,-100.8939,81.86,83,41,5.82,MX,1699831941
433,orhangazi,40.4892,29.3089,58.71,73,85,3.89,TR,1699831942
434,gole,52.1665,20.4937,44.92,91,100,10.78,PL,1699831942
435,kenai,60.5544,-151.2583,29.08,95,0,3.44,US,1699831942
436,gokceada,40.2011,25.909,65.48,74,100,9.8,TR,1699831942
437,ar rutbah,33.0381,40.2848,65.77,36,81,5.3,IQ,1699831942
438,laguna,38.421,-121.4238,75.09,31,0,5.75,US,1699831943
439,weligama,5.9667,80.4167,75.33,94,100,3.83,LK,1699831943
440,gao,16.6362,1.637,76.71,13,0,11.79,ML,1699831943
441,steinbach,50.1667,8.5667,45.57,97,100,4.61,DE,1699831943
442,sorong,-0.8833,131.25,81.73,80,100,9.13,ID,1699831944
443,dharchula,29.85,80.5333,54.55,40,0,6.58,IN,1699831944
444,parauapebas,-6.0675,-49.9022,83.1,53,54,1.16,BR,1699831838
445,vernon,50.2581,-119.2691,47.01,59,100,4.61,CA,1699831384
446,nova sintra,14.8667,-24.7167,74.5,71,28,7.14,CV,1699831944
447,mozhaysk,55.5019,36.0272,42.82,95,100,3.87,RU,1699831945
448,yuzhno-kurilsk,44.0306,145.8556,36.37,80,62,8.37,RU,1699831945
449,horqueta,-23.3428,-57.0597,100.78,24,47,11.18,PY,1699831945
450,andratx,39.5755,2.4202,61.63,67,99,6.76,ES,1699831945
451,ta`u,-14.2336,-169.5144,82.13,80,64,10.92,AS,1699831940
452,padang,-0.9492,100.3543,77.05,90,100,2.59,ID,1699831946
453,revda,56.801,59.9303,32.43,88,87,4.41,RU,1699831946
454,lincoln city,44.9582,-124.0179,59.72,85,100,8.99,US,1699831946
455,fortuna,40.5982,-124.1573,66.92,65,20,0.0,US,1699831946
456,richards bay,-28.783,32.0377,66.6,81,99,8.79,ZA,1699831947
457,weno,7.4515,151.8468,80.55,89,100,10.36,FM,1699831947
458,lijiang,26.8688,100.2207,38.95,68,0,4.43,CN,1699831947
459,taulaga,-11.0553,-171.0883,83.53,71,63,1.72,AS,1699831947
460,bandarbeyla,9.4942,50.8122,79.9,84,54,14.38,SO,1699831947
461,moree,-29.4667,149.85,90.09,28,2,11.27,AU,1699831948
462,easton,40.6884,-75.2207,37.85,70,0,4.61,US,1699831871
463,usinsk,65.9939,57.5281,5.07,100,68,5.01,RU,1699831948
464,darwin,-12.4611,130.8418,88.95,72,20,1.14,AU,1699831883
465,suva,-18.1416,178.4415,74.68,94,75,14.05,FJ,1699831948
466,verkhovazh'ye,60.7472,42.0465,32.14,96,100,12.75,RU,1699831949
467,crane,31.3974,-102.3501,58.42,70,100,8.88,US,1699831949
468,chulym,55.0997,80.9572,34.95,99,100,3.78,RU,1699831949
469,itoman,26.1247,127.6694,69.82,64,75,24.16,JP,1699831949
470,angaur state,6.906,134.13,83.53,79,99,14.14,PW,1699831950
471,zavety il'icha,49.0294,140.2494,14.16,73,93,7.47,RU,1699831950
472,nieuw amsterdam,5.8833,-55.0833,82.02,82,26,12.24,SR,1699831950
473,antsiranana,-12.2787,49.2917,76.59,79,46,13.35,MG,1699831950
474,nagqu,31.5,92.0,8.94,49,2,3.27,CN,1699831951
475,sinop,41.7711,34.8709,53.8,93,100,2.26,TR,1699831893
476,labasa,-16.4167,179.3833,80.19,87,100,10.58,FJ,1699831357
477,waounde,15.2637,-12.8682,87.31,15,100,9.57,SN,1699831951
478,brookings,44.3114,-96.7984,52.38,42,0,8.05,US,1699831676
479,hisai-motomachi,34.6667,136.4667,53.4,78,91,12.97,JP,1699831952
480,lebanon,36.2081,-86.2911,62.65,59,0,0.0,US,1699831850
481,mhamid,29.82,-5.72,69.73,31,26,2.68,MA,1699831952
482,belawan,3.7755,98.6832,77.29,89,99,4.18,ID,1699831952
483,howard springs,-12.497,131.047,88.88,62,82,0.72,AU,1699831953
484,jiagedaqi,50.4167,124.1167,14.23,76,12,3.89,CN,1699831953
485,tonghua,41.7201,125.9219,16.66,78,29,1.41,CN,1699831953
486,pisco,-13.7,-76.2167,69.85,78,0,19.57,PE,1699831953
487,goth phulji,26.8825,67.6807,68.54,23,83,2.89,PK,1699831954
488,srivardhan,18.0333,73.0167,79.16,59,100,5.28,IN,1699831954
489,prince george,53.9166,-122.753,36.84,80,100,6.91,CA,1699831954
490,sao felix do xingu,-6.6447,-51.995,86.27,42,92,0.98,BR,1699831954
491,upper grand lagoon,30.1633,-85.7408,66.34,81,97,5.99,US,1699831954
492,east london,-33.0153,27.9116,58.55,67,1,8.81,ZA,1699831955
493,mandera,3.9366,41.867,80.29,75,64,4.41,KE,1699831955
494,abdulino,53.7,53.6667,36.41,78,100,16.71,RU,1699831955
495,ambovombe,-25.1667,46.0833,71.06,59,0,5.32,MG,1699831955
496,elverum,60.8819,11.5623,7.25,98,55,3.83,NO,1699831956
497,kabalo,-6.05,26.9167,68.36,98,93,3.11,CD,1699831956
498,hoensbroek,50.9239,5.9253,46.94,89,75,5.75,NL,1699831956
499,kuala belait,4.5833,114.1833,78.96,87,43,4.52,BN,1699831956
500,vadso,70.0744,29.7487,23.16,93,20,14.97,NO,1699831943
501,nguigmi,14.2495,13.1092,78.06,22,5,11.52,NE,1699831957
502,humaita,-7.5061,-63.0208,84.61,59,90,2.55,BR,1699831957
503,robertsport,6.7533,-11.3686,80.82,83,84,9.31,LR,1699831957
504,strathalbyn,-35.2667,138.9,66.72,67,58,8.48,AU,1699831957
505,zambezi,-13.5432,23.1047,68.2,81,100,2.17,ZM,1699831958
506,eregli,37.5133,34.0467,53.44,44,33,1.07,TR,1699831958
507,xining,36.6167,101.7667,27.03,61,1,1.99,CN,1699831958
508,bonab,37.3404,46.0561,53.29,47,76,3.94,IR,1699831958
509,faya-largeau,17.9257,19.1043,78.76,19,7,14.76,TD,1699831958
510,rio grande,-32.035,-52.0986,62.71,93,100,10.67,BR,1699831959
511,vilyuchinsk,52.9306,158.4028,28.67,70,33,5.17,RU,1699831959
512,porto seguro,-16.4497,-39.0647,77.52,83,0,9.22,BR,1699831960
513,santyoku,37.4406,129.1708,39.31,35,8,6.6,KR,1699831961
514,nikel,69.4128,30.222,8.78,99,100,6.02,RU,1699831961
515,tambacounda,13.7539,-13.7586,82.38,21,87,1.03,SN,1699831961
516,ubari,26.5921,12.7805,65.05,28,0,5.66,LY,1699831961
517,yankton,42.8711,-97.3973,57.45,30,0,9.22,US,1699831962
518,sinabang,2.4803,96.3801,78.98,85,99,3.44,ID,1699831962
519,paracuru,-3.41,-39.0306,82.11,77,0,11.41,BR,1699831962
520,cadale,2.7603,46.3222,81.97,77,24,7.0,SO,1699831962
521,daru,-9.0763,143.2092,80.2,69,81,7.52,PG,1699831962
522,ganye,8.4333,12.0667,79.93,48,68,2.26,NG,1699831963
523,panjab,34.388,67.0233,32.81,40,0,3.31,AF,1699831963
524,aleksandrov gay,50.147,48.5704,48.27,62,100,21.36,RU,1699831963
525,qarqaraly,49.4058,75.4742,31.73,91,90,10.33,KZ,1699831963
526,nadym,65.5333,72.5167,12.78,86,26,13.98,RU,1699831964
527,huarmey,-10.0681,-78.1522,68.18,84,83,9.84,PE,1699831964
528,mzuzu,-11.4656,34.0207,65.61,83,31,0.4,MW,1699831964
529,zouerate,22.7187,-12.4521,73.33,12,0,5.91,MR,1699831965
530,el nido,11.1858,119.3956,83.35,76,43,14.41,PH,1699831383
531,berezovyy,51.6667,135.7,16.39,58,69,1.54,RU,1699831965
532,orapa,-21.2833,25.3667,81.41,17,76,8.48,BW,1699831965
533,zahedan,29.4963,60.8629,46.31,61,0,6.91,IR,1699831965
534,toliara,-23.35,43.6667,72.18,79,0,0.78,MG,1699831966
535,whakatane,-37.9585,176.9854,74.88,67,0,5.01,NZ,1699831966
536,barabai,-2.5833,115.3833,78.44,91,97,1.68,ID,1699831966
537,urangan,-25.3,152.9,73.63,63,47,8.5,AU,1699831966
538,vikulovo,56.8167,70.6107,36.75,98,100,7.16,RU,1699831967
539,amnat charoen,15.9167,104.75,73.98,85,21,12.3,TH,1699831967
540,novyy urgal,51.0736,132.5642,7.97,88,79,1.12,RU,1699831967
541,nioki,-2.7167,17.6833,69.84,95,100,1.34,CD,1699831967
542,abu jibeha,11.4562,31.2285,83.89,42,94,1.21,SD,1699831967
543,miguel ahumada,30.6167,-106.5167,64.13,53,81,14.76,MX,1699831968
544,kas,36.2018,29.6377,65.57,80,46,2.37,TR,1699831968
545,arrifes,37.7667,-25.7,66.45,88,20,12.66,PT,1699831968
546,ximeicun,24.9639,118.3794,63.99,76,85,8.97,CN,1699831968
547,fort-shevchenko,44.5086,50.263,54.28,49,51,23.38,KZ,1699831969
548,cururupu,-1.8283,-44.8683,75.15,83,32,4.32,BR,1699831969
549,west kelowna,49.8625,-119.5833,44.85,69,0,3.44,CA,1699831906
550,pajapan,18.25,-94.7,75.36,94,86,10.58,MX,1699831969
551,inirida,3.8653,-67.9239,78.28,92,100,3.4,CO,1699831969
552,wellington,-41.2866,174.7756,65.86,77,77,24.16,NZ,1699831970
553,dzilam gonzalez,21.2833,-88.9333,80.08,75,90,9.26,MX,1699831970
554,catalao,-18.1658,-47.9464,83.53,24,79,5.82,BR,1699831900
555,mwene-ditu,-7.0,23.45,64.58,96,97,3.29,CD,1699831970
556,sao tome,0.3365,6.7273,79.02,87,63,7.74,ST,1699831970
557,slavsk,55.0425,21.677,44.89,77,49,11.77,RU,1699831971
558,perugorria,-29.3413,-58.6106,72.61,94,77,15.26,AR,1699831971
559,qujing,25.4833,103.7833,53.65,95,100,3.15,CN,1699831791
560,tahara,34.6667,137.2667,53.55,50,75,22.46,JP,1699831972
561,sorochinsk,52.4338,53.1583,37.76,76,100,16.37,RU,1699831972
562,mount pearl,47.5166,-52.7813,31.14,90,100,14.97,CA,1699831972
563,ceerigaabo,10.6162,47.368,63.36,71,48,5.82,SO,1699831972
564,pirenopolis,-15.8525,-48.9592,78.94,39,53,2.71,BR,1699831972
565,peterhead,57.5058,-1.7981,46.8,73,27,22.95,GB,1699831973
566,atasu,48.6814,71.6433,36.54,88,98,9.51,KZ,1699831973
567,oral,51.2333,51.3667,37.38,93,0,20.13,KZ,1699831973
568,orlov,58.5395,48.8917,36.25,97,100,13.15,RU,1699831973
569,kosh-agach,50.0,88.6667,15.31,88,99,1.99,RU,1699831973
570,selfoss,63.9331,-20.9971,38.05,64,100,16.26,IS,1699831974
571,haapajarvi,63.75,25.3333,25.45,82,100,8.52,FI,1699831974
572,nouadhibou,20.931,-17.0347,71.58,68,0,14.97,MR,1699831974
573,mandal,25.45,74.5667,61.27,40,84,2.71,IN,1699831974
574,shizunai-furukawacho,42.3339,142.3669,39.09,59,14,8.3,JP,1699831974
